,Name,Size,Thread,Time
1635,freqmine,simsmall,16,0.361
1636,freqmine,simmedium,16,0.994
1637,freqmine,simlarge,16,2.548
1638,freqmine,simsmall,20,0.408
1639,freqmine,simmedium,20,1.048
1640,freqmine,simlarge,20,2.611
1641,freqmine,simsmall,24,0.422
1642,freqmine,simmedium,24,1.089
1643,freqmine,simlarge,24,2.765
1644,freqmine,simsmall,28,0.462
1645,freqmine,simmedium,28,1.096
1646,freqmine,simlarge,28,2.676
1647,freqmine,simsmall,32,0.446
1648,freqmine,simmedium,32,1.108
1649,freqmine,simlarge,32,2.678
1650,freqmine,simsmall,1,0.974
1651,freqmine,simmedium,1,3.6
1652,freqmine,simlarge,1,12.593
1653,freqmine,simsmall,2,0.606
1654,freqmine,simmedium,2,2.059
1655,freqmine,simlarge,2,6.746
1656,freqmine,simsmall,4,0.423
1657,freqmine,simmedium,4,1.26
1658,freqmine,simlarge,4,3.989
1659,freqmine,simsmall,8,0.374
1660,freqmine,simmedium,8,0.959
1661,freqmine,simlarge,8,2.754
1662,freqmine,simsmall,12,0.394
1663,freqmine,simmedium,12,0.946
1664,freqmine,simlarge,12,2.648
1665,freqmine,simsmall,16,0.385
1666,freqmine,simmedium,16,0.986
1667,freqmine,simlarge,16,2.661
1668,freqmine,simsmall,20,0.425
1669,freqmine,simmedium,20,1.043
1670,freqmine,simlarge,20,2.705
1671,freqmine,simsmall,24,0.42
1672,freqmine,simmedium,24,1.109
1673,freqmine,simlarge,24,2.637
1674,freqmine,simsmall,28,0.437
1675,freqmine,simmedium,28,1.099
1676,freqmine,simlarge,28,2.603
1677,freqmine,simsmall,32,0.46
1678,freqmine,simmedium,32,1.127
1679,freqmine,simlarge,32,2.725
1680,freqmine,simsmall,1,0.96
1681,freqmine,simmedium,1,3.648
1682,freqmine,simlarge,1,12.592
1683,freqmine,simsmall,2,0.63
1684,freqmine,simmedium,2,2.131
1685,freqmine,simlarge,2,6.771
1686,freqmine,simsmall,4,0.427
1687,freqmine,simmedium,4,1.286
1688,freqmine,simlarge,4,3.918
1689,freqmine,simsmall,8,0.382
1690,freqmine,simmedium,8,1.013
1691,freqmine,simlarge,8,2.785
1692,freqmine,simsmall,12,0.359
1693,freqmine,simmedium,12,0.98
1694,freqmine,simlarge,12,2.621
1695,freqmine,simsmall,16,0.39
1696,freqmine,simmedium,16,1.008
1697,freqmine,simlarge,16,2.569
1698,freqmine,simsmall,20,0.433
1699,freqmine,simmedium,20,1.022
1700,freqmine,simlarge,20,2.619
1701,freqmine,simsmall,24,0.423
1702,freqmine,simmedium,24,1.097
1703,freqmine,simlarge,24,2.679
1704,freqmine,simsmall,28,0.451
1705,freqmine,simmedium,28,1.081
1706,freqmine,simlarge,28,2.732
1707,freqmine,simsmall,32,0.494
1708,freqmine,simmedium,32,1.165
1709,freqmine,simlarge,32,2.659
1710,freqmine,simsmall,1,0.986
1711,freqmine,simmedium,1,3.58
1712,freqmine,simlarge,1,12.602
1713,freqmine,simsmall,2,0.554
1714,freqmine,simmedium,2,2.103
1715,freqmine,simlarge,2,6.814
1716,freqmine,simsmall,4,0.464
1717,freqmine,simmedium,4,1.277
1718,freqmine,simlarge,4,3.91
1719,freqmine,simsmall,8,0.366
1720,freqmine,simmedium,8,1.025
1721,freqmine,simlarge,8,2.707
1722,freqmine,simsmall,12,0.385
1723,freqmine,simmedium,12,0.991
1724,freqmine,simlarge,12,2.571
1725,freqmine,simsmall,16,0.367
1726,freqmine,simmedium,16,1.029
1727,freqmine,simlarge,16,2.647
1728,freqmine,simsmall,20,0.415
1729,freqmine,simmedium,20,1.036
1730,freqmine,simlarge,20,2.73
1731,freqmine,simsmall,24,0.427
1732,freqmine,simmedium,24,1.06
1733,freqmine,simlarge,24,2.732
1734,freqmine,simsmall,28,0.473
1735,freqmine,simmedium,28,1.135
1736,freqmine,simlarge,28,2.706
1737,freqmine,simsmall,32,0.478
1738,freqmine,simmedium,32,1.114
1739,freqmine,simlarge,32,2.71
1740,freqmine,simsmall,1,0.978
1741,freqmine,simmedium,1,3.572
1742,freqmine,simlarge,1,12.386
1743,freqmine,simsmall,2,0.621
1744,freqmine,simmedium,2,2.053
1745,freqmine,simlarge,2,6.81
1746,freqmine,simsmall,4,0.415
1747,freqmine,simmedium,4,1.311
1748,freqmine,simlarge,4,3.851
1749,freqmine,simsmall,8,0.366
1750,freqmine,simmedium,8,1.011
1751,freqmine,simlarge,8,2.67
1752,freqmine,simsmall,12,0.365
1753,freqmine,simmedium,12,0.967
1754,freqmine,simlarge,12,2.558
1755,freqmine,simsmall,16,0.376
1756,freqmine,simmedium,16,0.98
1757,freqmine,simlarge,16,2.652
1758,freqmine,simsmall,20,0.404
1759,freqmine,simmedium,20,1.027
1760,freqmine,simlarge,20,2.608
1761,freqmine,simsmall,24,0.425
1762,freqmine,simmedium,24,1.078
1763,freqmine,simlarge,24,2.665
1764,freqmine,simsmall,28,0.451
1765,freqmine,simmedium,28,1.116
1766,freqmine,simlarge,28,2.69
1767,freqmine,simsmall,32,0.498
1768,freqmine,simmedium,32,1.112
1769,freqmine,simlarge,32,2.613
1770,freqmine,simsmall,1,0.983
1771,freqmine,simmedium,1,3.582
1772,freqmine,simlarge,1,12.349
1773,freqmine,simsmall,2,0.632
1774,freqmine,simmedium,2,2.037
1775,freqmine,simlarge,2,6.74
1776,freqmine,simsmall,4,0.408
1777,freqmine,simmedium,4,1.278
1778,freqmine,simlarge,4,3.839
1779,freqmine,simsmall,8,0.368
1780,freqmine,simmedium,8,1.008
1781,freqmine,simlarge,8,2.735
1782,freqmine,simsmall,12,0.377
1783,freqmine,simmedium,12,0.972
1784,freqmine,simlarge,12,2.537
1785,freqmine,simsmall,16,0.392
1786,freqmine,simmedium,16,1.029
1787,freqmine,simlarge,16,2.602
1788,freqmine,simsmall,20,0.41
1789,freqmine,simmedium,20,1.086
1790,freqmine,simlarge,20,2.677
1791,freqmine,simsmall,24,0.433
1792,freqmine,simmedium,24,1.082
1793,freqmine,simlarge,24,2.679
1794,freqmine,simsmall,28,0.497
1795,freqmine,simmedium,28,1.126
1796,freqmine,simlarge,28,2.683
1797,freqmine,simsmall,32,0.483
1798,freqmine,simmedium,32,1.098
1799,freqmine,simlarge,32,2.686
1800,streamcluster,simsmall,1,0.439
1801,streamcluster,simmedium,1,2.678
1802,streamcluster,simlarge,1,11.641
1803,streamcluster,simsmall,2,0.301
1804,streamcluster,simmedium,2,1.408
1805,streamcluster,simlarge,2,7.057
1806,streamcluster,simsmall,4,0.309
1807,streamcluster,simmedium,4,0.851
1808,streamcluster,simlarge,4,4.155
1809,streamcluster,simsmall,8,0.616
1810,streamcluster,simmedium,8,1.273
1811,streamcluster,simlarge,8,2.907
1812,streamcluster,simsmall,12,3.793
1813,streamcluster,simmedium,12,2.332
1814,streamcluster,simlarge,12,6.511
1815,streamcluster,simsmall,16,7.1
1816,streamcluster,simmedium,16,8.584
1817,streamcluster,simlarge,16,15.725
1818,streamcluster,simsmall,20,12.577
1819,streamcluster,simmedium,20,14.639
1820,streamcluster,simlarge,20,19.629
1821,streamcluster,simsmall,24,16.942
1822,streamcluster,simmedium,24,14.631
1823,streamcluster,simlarge,24,27.032
1824,streamcluster,simsmall,28,21.705
1825,streamcluster,simmedium,28,25.671
1826,streamcluster,simlarge,28,32.536
1827,streamcluster,simsmall,32,25.237
1828,streamcluster,simmedium,32,32.103
1829,streamcluster,simlarge,32,37.529
1830,streamcluster,simsmall,1,0.467
1831,streamcluster,simmedium,1,2.215
1832,streamcluster,simlarge,1,11.968
1833,streamcluster,simsmall,2,0.278
1834,streamcluster,simmedium,2,1.221
1835,streamcluster,simlarge,2,6.597
1836,streamcluster,simsmall,4,0.384
1837,streamcluster,simmedium,4,0.936
1838,streamcluster,simlarge,4,4.065
1839,streamcluster,simsmall,8,0.535
1840,streamcluster,simmedium,8,1.469
1841,streamcluster,simlarge,8,2.61
1842,streamcluster,simsmall,12,3.942
1843,streamcluster,simmedium,12,5.575
1844,streamcluster,simlarge,12,5.4
1845,streamcluster,simsmall,16,8.421
1846,streamcluster,simmedium,16,9.926
1847,streamcluster,simlarge,16,13.555
1848,streamcluster,simsmall,20,11.714
1849,streamcluster,simmedium,20,15.045
1850,streamcluster,simlarge,20,18.505
1851,streamcluster,simsmall,24,17.33
1852,streamcluster,simmedium,24,19.819
1853,streamcluster,simlarge,24,18.654
1854,streamcluster,simsmall,28,21.637
1855,streamcluster,simmedium,28,23.706
1856,streamcluster,simlarge,28,29.067
1857,streamcluster,simsmall,32,18.189
1858,streamcluster,simmedium,32,27.081
1859,streamcluster,simlarge,32,35.413
1860,streamcluster,simsmall,1,0.448
1861,streamcluster,simmedium,1,2.318
1862,streamcluster,simlarge,1,12.313
1863,streamcluster,simsmall,2,0.279
1864,streamcluster,simmedium,2,1.316
1865,streamcluster,simlarge,2,6.68
1866,streamcluster,simsmall,4,0.337
1867,streamcluster,simmedium,4,0.934
1868,streamcluster,simlarge,4,4.139
1869,streamcluster,simsmall,8,1.122
1870,streamcluster,simmedium,8,1.101
1871,streamcluster,simlarge,8,3.098
1872,streamcluster,simsmall,12,3.344
1873,streamcluster,simmedium,12,4.648
1874,streamcluster,simlarge,12,6.954
1875,streamcluster,simsmall,16,6.908
1876,streamcluster,simmedium,16,10.097
1877,streamcluster,simlarge,16,17.774
1878,streamcluster,simsmall,20,9.236
1879,streamcluster,simmedium,20,13.833
1880,streamcluster,simlarge,20,16.655
1881,streamcluster,simsmall,24,16.686
1882,streamcluster,simmedium,24,14.576
1883,streamcluster,simlarge,24,25.902
1884,streamcluster,simsmall,28,15.786
1885,streamcluster,simmedium,28,23.822
1886,streamcluster,simlarge,28,30.613
1887,streamcluster,simsmall,32,18.595
1888,streamcluster,simmedium,32,27.68
1889,streamcluster,simlarge,32,37.249
1890,streamcluster,simsmall,1,0.421
1891,streamcluster,simmedium,1,2.225
1892,streamcluster,simlarge,1,12.133
1893,streamcluster,simsmall,2,0.318
1894,streamcluster,simmedium,2,1.312
1895,streamcluster,simlarge,2,6.694
1896,streamcluster,simsmall,4,0.368
1897,streamcluster,simmedium,4,0.869
1898,streamcluster,simlarge,4,4.226
1899,streamcluster,simsmall,8,0.75
1900,streamcluster,simmedium,8,1.02
1901,streamcluster,simlarge,8,4.412
1902,streamcluster,simsmall,12,2.565
1903,streamcluster,simmedium,12,3.406
1904,streamcluster,simlarge,12,4.513
1905,streamcluster,simsmall,16,8.576
1906,streamcluster,simmedium,16,10.897
1907,streamcluster,simlarge,16,18.807
1908,streamcluster,simsmall,20,11.651
1909,streamcluster,simmedium,20,15.434
1910,streamcluster,simlarge,20,20.438
1911,streamcluster,simsmall,24,17.334
1912,streamcluster,simmedium,24,19.52
1913,streamcluster,simlarge,24,26.384
1914,streamcluster,simsmall,28,15.032
1915,streamcluster,simmedium,28,24.342
1916,streamcluster,simlarge,28,32.217
1917,streamcluster,simsmall,32,26.242
1918,streamcluster,simmedium,32,21.829
1919,streamcluster,simlarge,32,38.18
1920,streamcluster,simsmall,1,0.478
1921,streamcluster,simmedium,1,2.492
1922,streamcluster,simlarge,1,12.421
1923,streamcluster,simsmall,2,0.346
1924,streamcluster,simmedium,2,1.287
1925,streamcluster,simlarge,2,7.017
1926,streamcluster,simsmall,4,0.339
1927,streamcluster,simmedium,4,0.914
1928,streamcluster,simlarge,4,4.311
1929,streamcluster,simsmall,8,0.599
1930,streamcluster,simmedium,8,2.234
1931,streamcluster,simlarge,8,3.231
1932,streamcluster,simsmall,12,2.316
1933,streamcluster,simmedium,12,3.608
1934,streamcluster,simlarge,12,7.354
1935,streamcluster,simsmall,16,7.316
1936,streamcluster,simmedium,16,11.39
1937,streamcluster,simlarge,16,14.494
1938,streamcluster,simsmall,20,13.022
1939,streamcluster,simmedium,20,15.198
1940,streamcluster,simlarge,20,21.364
1941,streamcluster,simsmall,24,16.089
1942,streamcluster,simmedium,24,19.681
1943,streamcluster,simlarge,24,19.735
1944,streamcluster,simsmall,28,20.835
1945,streamcluster,simmedium,28,25.587
1946,streamcluster,simlarge,28,32.928
1947,streamcluster,simsmall,32,19.939
1948,streamcluster,simmedium,32,28.942
1949,streamcluster,simlarge,32,27.917
1950,streamcluster,simsmall,1,0.459
1951,streamcluster,simmedium,1,2.424
1952,streamcluster,simlarge,1,11.611
1953,streamcluster,simsmall,2,0.289
1954,streamcluster,simmedium,2,1.189
1955,streamcluster,simlarge,2,6.835
1956,streamcluster,simsmall,4,0.304
1957,streamcluster,simmedium,4,0.844
1958,streamcluster,simlarge,4,3.945
1959,streamcluster,simsmall,8,1.14
1960,streamcluster,simmedium,8,1.628
1961,streamcluster,simlarge,8,3.455
1962,streamcluster,simsmall,12,3.676
1963,streamcluster,simmedium,12,2.477
1964,streamcluster,simlarge,12,5.246
1965,streamcluster,simsmall,16,6.874
1966,streamcluster,simmedium,16,10.776
1967,streamcluster,simlarge,16,15.81
1968,streamcluster,simsmall,20,11.86
1969,streamcluster,simmedium,20,14.774
1970,streamcluster,simlarge,20,16.797
1971,streamcluster,simsmall,24,15.549
1972,streamcluster,simmedium,24,20.947
1973,streamcluster,simlarge,24,27.006
1974,streamcluster,simsmall,28,21.63
1975,streamcluster,simmedium,28,24.278
1976,streamcluster,simlarge,28,31.024
1977,streamcluster,simsmall,32,18.274
1978,streamcluster,simmedium,32,21.161
1979,streamcluster,simlarge,32,35.623
1980,streamcluster,simsmall,1,0.461
1981,streamcluster,simmedium,1,2.255
1982,streamcluster,simlarge,1,11.765
1983,streamcluster,simsmall,2,0.302
1984,streamcluster,simmedium,2,1.207
1985,streamcluster,simlarge,2,6.662
1986,streamcluster,simsmall,4,0.306
1987,streamcluster,simmedium,4,0.869
1988,streamcluster,simlarge,4,4.95
1989,streamcluster,simsmall,8,1.252
1990,streamcluster,simmedium,8,0.919
1991,streamcluster,simlarge,8,3.245
1992,streamcluster,simsmall,12,2.224
1993,streamcluster,simmedium,12,4.284
1994,streamcluster,simlarge,12,6.237
1995,streamcluster,simsmall,16,8.428
1996,streamcluster,simmedium,16,10.281
1997,streamcluster,simlarge,16,15.359
1998,streamcluster,simsmall,20,11.139
1999,streamcluster,simmedium,20,14.268
2000,streamcluster,simlarge,20,15.724
2001,streamcluster,simsmall,24,16.375
2002,streamcluster,simmedium,24,19.524
2003,streamcluster,simlarge,24,24.4
2004,streamcluster,simsmall,28,21.517
2005,streamcluster,simmedium,28,22.726
2006,streamcluster,simlarge,28,31.393
2007,streamcluster,simsmall,32,25.274
2008,streamcluster,simmedium,32,21.123
2009,streamcluster,simlarge,32,35.184
2010,streamcluster,simsmall,1,0.463
2011,streamcluster,simmedium,1,2.279
2012,streamcluster,simlarge,1,12.353
2013,streamcluster,simsmall,2,0.331
2014,streamcluster,simmedium,2,1.237
2015,streamcluster,simlarge,2,6.495
2016,streamcluster,simsmall,4,0.344
2017,streamcluster,simmedium,4,0.836
2018,streamcluster,simlarge,4,3.722
2019,streamcluster,simsmall,8,0.593
2020,streamcluster,simmedium,8,1.395
2021,streamcluster,simlarge,8,2.982
2022,streamcluster,simsmall,12,5.127
2023,streamcluster,simmedium,12,4.06
2024,streamcluster,simlarge,12,4.243
2025,streamcluster,simsmall,16,8.334
2026,streamcluster,simmedium,16,10.261
2027,streamcluster,simlarge,16,14.924
2028,streamcluster,simsmall,20,11.252
2029,streamcluster,simmedium,20,14.604
2030,streamcluster,simlarge,20,19.906
2031,streamcluster,simsmall,24,16.602
2032,streamcluster,simmedium,24,17.751
2033,streamcluster,simlarge,24,25.357
2034,streamcluster,simsmall,28,15.349
2035,streamcluster,simmedium,28,24.517
2036,streamcluster,simlarge,28,29.188
2037,streamcluster,simsmall,32,25.194
2038,streamcluster,simmedium,32,27.272
2039,streamcluster,simlarge,32,35.107
2040,streamcluster,simsmall,1,0.406
2041,streamcluster,simmedium,1,2.435
2042,streamcluster,simlarge,1,11.325
2043,streamcluster,simsmall,2,0.289
2044,streamcluster,simmedium,2,1.281
2045,streamcluster,simlarge,2,6.998
2046,streamcluster,simsmall,4,0.3
2047,streamcluster,simmedium,4,0.941
2048,streamcluster,simlarge,4,4.466
2049,streamcluster,simsmall,8,0.676
2050,streamcluster,simmedium,8,1.119
2051,streamcluster,simlarge,8,2.691
2052,streamcluster,simsmall,12,3.45
2053,streamcluster,simmedium,12,8.208
2054,streamcluster,simlarge,12,5.881
2055,streamcluster,simsmall,16,9.02
2056,streamcluster,simmedium,16,11.077
2057,streamcluster,simlarge,16,15.935
2058,streamcluster,simsmall,20,11.595
2059,streamcluster,simmedium,20,14.68
2060,streamcluster,simlarge,20,20.062
2061,streamcluster,simsmall,24,15.623
2062,streamcluster,simmedium,24,20.67
2063,streamcluster,simlarge,24,26.428
2064,streamcluster,simsmall,28,21.141
2065,streamcluster,simmedium,28,24.812
2066,streamcluster,simlarge,28,31.588
2067,streamcluster,simsmall,32,28.123
2068,streamcluster,simmedium,32,29.64
2069,streamcluster,simlarge,32,37.756
2070,streamcluster,simsmall,1,0.417
2071,streamcluster,simmedium,1,2.093
2072,streamcluster,simlarge,1,12.372
2073,streamcluster,simsmall,2,0.288
2074,streamcluster,simmedium,2,1.398
2075,streamcluster,simlarge,2,6.558
2076,streamcluster,simsmall,4,0.292
2077,streamcluster,simmedium,4,0.9
2078,streamcluster,simlarge,4,5.153
2079,streamcluster,simsmall,8,0.601
2080,streamcluster,simmedium,8,1.05
2081,streamcluster,simlarge,8,3.201
2082,streamcluster,simsmall,12,2.882
2083,streamcluster,simmedium,12,4.356
2084,streamcluster,simlarge,12,4.32
2085,streamcluster,simsmall,16,8.497
2086,streamcluster,simmedium,16,10.367
2087,streamcluster,simlarge,16,16.227
2088,streamcluster,simsmall,20,12.186
2089,streamcluster,simmedium,20,11.313
2090,streamcluster,simlarge,20,21.025
2091,streamcluster,simsmall,24,12.83
2092,streamcluster,simmedium,24,16.502
2093,streamcluster,simlarge,24,25.42
2094,streamcluster,simsmall,28,16.179
2095,streamcluster,simmedium,28,24.668
2096,streamcluster,simlarge,28,33.688
2097,streamcluster,simsmall,32,26.097
2098,streamcluster,simmedium,32,21.752
2099,streamcluster,simlarge,32,37.479
2100,swaptions,simsmall,1,0.861
2101,swaptions,simmedium,1,3.393
2102,swaptions,simlarge,1,13.823
2103,swaptions,simsmall,2,0.452
2104,swaptions,simmedium,2,1.771
2105,swaptions,simlarge,2,7.085
2106,swaptions,simsmall,4,0.258
2107,swaptions,simmedium,4,0.989
2108,swaptions,simlarge,4,3.672
2109,swaptions,simsmall,8,0.196
2110,swaptions,simmedium,8,0.532
2111,swaptions,simlarge,8,2.28
2112,swaptions,simsmall,12,0.14
2113,swaptions,simmedium,12,0.374
2114,swaptions,simlarge,12,1.675
2115,swaptions,simsmall,16,0.142
2116,swaptions,simmedium,16,0.429
2117,swaptions,simlarge,16,1.147
2118,swaptions,simsmall,20,0.005
2119,swaptions,simmedium,20,0.415
2120,swaptions,simlarge,20,1.253
2121,swaptions,simsmall,24,0.006
2122,swaptions,simmedium,24,0.464
2123,swaptions,simlarge,24,1.097
2124,swaptions,simsmall,28,0.005
2125,swaptions,simmedium,28,0.356
2126,swaptions,simlarge,28,1.356
2127,swaptions,simsmall,32,0.005
2128,swaptions,simmedium,32,0.514
2129,swaptions,simlarge,32,0.993
2130,swaptions,simsmall,1,0.874
2131,swaptions,simmedium,1,3.571
2132,swaptions,simlarge,1,13.841
2133,swaptions,simsmall,2,0.447
2134,swaptions,simmedium,2,1.78
2135,swaptions,simlarge,2,7.1
2136,swaptions,simsmall,4,0.288
2137,swaptions,simmedium,4,0.906
2138,swaptions,simlarge,4,3.704
2139,swaptions,simsmall,8,0.134
2140,swaptions,simmedium,8,0.587
2141,swaptions,simlarge,8,1.982
2142,swaptions,simsmall,12,0.132
2143,swaptions,simmedium,12,0.368
2144,swaptions,simlarge,12,1.4
2145,swaptions,simsmall,16,0.141
2146,swaptions,simmedium,16,0.418
2147,swaptions,simlarge,16,1.283
2148,swaptions,simsmall,20,0.006
2149,swaptions,simmedium,20,0.538
2150,swaptions,simlarge,20,1.046
2151,swaptions,simsmall,24,0.005
2152,swaptions,simmedium,24,0.508
2153,swaptions,simlarge,24,1.137
2154,swaptions,simsmall,28,0.005
2155,swaptions,simmedium,28,0.775
2156,swaptions,simlarge,28,1.047
2157,swaptions,simsmall,32,0.005
2158,swaptions,simmedium,32,0.454
2159,swaptions,simlarge,32,1.128
2160,swaptions,simsmall,1,0.874
2161,swaptions,simmedium,1,3.457
2162,swaptions,simlarge,1,14.682
2163,swaptions,simsmall,2,0.453
2164,swaptions,simmedium,2,1.796
2165,swaptions,simlarge,2,6.936
2166,swaptions,simsmall,4,0.246
2167,swaptions,simmedium,4,0.917
2168,swaptions,simlarge,4,3.66
2169,swaptions,simsmall,8,0.13
2170,swaptions,simmedium,8,0.612
2171,swaptions,simlarge,8,2.164
2172,swaptions,simsmall,12,0.132
2173,swaptions,simmedium,12,0.477
2174,swaptions,simlarge,12,1.574
2175,swaptions,simsmall,16,0.154
2176,swaptions,simmedium,16,0.413
2177,swaptions,simlarge,16,1.261
2178,swaptions,simsmall,20,0.006
2179,swaptions,simmedium,20,0.493
2180,swaptions,simlarge,20,1.23
2181,swaptions,simsmall,24,0.005
2182,swaptions,simmedium,24,0.326
2183,swaptions,simlarge,24,1.442
2184,swaptions,simsmall,28,0.005
2185,swaptions,simmedium,28,0.567
2186,swaptions,simlarge,28,0.999
2187,swaptions,simsmall,32,0.005
2188,swaptions,simmedium,32,0.496
2189,swaptions,simlarge,32,1.103
2190,swaptions,simsmall,1,0.884
2191,swaptions,simmedium,1,3.487
2192,swaptions,simlarge,1,13.852
2193,swaptions,simsmall,2,0.467
2194,swaptions,simmedium,2,1.762
2195,swaptions,simlarge,2,6.785
2196,swaptions,simsmall,4,0.257
2197,swaptions,simmedium,4,0.913
2198,swaptions,simlarge,4,3.679
2199,swaptions,simsmall,8,0.174
2200,swaptions,simmedium,8,0.59
2201,swaptions,simlarge,8,2.044
2202,swaptions,simsmall,12,0.126
2203,swaptions,simmedium,12,0.362
2204,swaptions,simlarge,12,1.933
2205,swaptions,simsmall,16,0.14
2206,swaptions,simmedium,16,0.381
2207,swaptions,simlarge,16,1.137
2208,swaptions,simsmall,20,0.005
2209,swaptions,simmedium,20,0.334
2210,swaptions,simlarge,20,1.216
2211,swaptions,simsmall,24,0.005
2212,swaptions,simmedium,24,0.339
2213,swaptions,simlarge,24,1.089
2214,swaptions,simsmall,28,0.005
2215,swaptions,simmedium,28,0.479
2216,swaptions,simlarge,28,1.103
2217,swaptions,simsmall,32,0.005
2218,swaptions,simmedium,32,0.603
2219,swaptions,simlarge,32,1.353
2220,swaptions,simsmall,1,0.875
2221,swaptions,simmedium,1,3.416
2222,swaptions,simlarge,1,13.594
2223,swaptions,simsmall,2,0.448
2224,swaptions,simmedium,2,1.697
2225,swaptions,simlarge,2,6.798
2226,swaptions,simsmall,4,0.278
2227,swaptions,simmedium,4,0.945
2228,swaptions,simlarge,4,3.631
2229,swaptions,simsmall,8,0.129
2230,swaptions,simmedium,8,0.574
2231,swaptions,simlarge,8,2.267
2232,swaptions,simsmall,12,0.134
2233,swaptions,simmedium,12,0.496
2234,swaptions,simlarge,12,1.601
2235,swaptions,simsmall,16,0.142
2236,swaptions,simmedium,16,0.373
2237,swaptions,simlarge,16,1.317
2238,swaptions,simsmall,20,0.005
2239,swaptions,simmedium,20,0.455
2240,swaptions,simlarge,20,1.147
2241,swaptions,simsmall,24,0.005
2242,swaptions,simmedium,24,0.327
2243,swaptions,simlarge,24,1.328
2244,swaptions,simsmall,28,0.005
2245,swaptions,simmedium,28,0.44
2246,swaptions,simlarge,28,1.091
2247,swaptions,simsmall,32,0.005
2248,swaptions,simmedium,32,0.353
2249,swaptions,simlarge,32,1.417
2250,swaptions,simsmall,1,0.875
2251,swaptions,simmedium,1,3.518
2252,swaptions,simlarge,1,13.91
2253,swaptions,simsmall,2,0.442
2254,swaptions,simmedium,2,1.776
2255,swaptions,simlarge,2,6.989
2256,swaptions,simsmall,4,0.23
2257,swaptions,simmedium,4,0.918
2258,swaptions,simlarge,4,3.743
2259,swaptions,simsmall,8,0.147
2260,swaptions,simmedium,8,0.589
2261,swaptions,simlarge,8,1.956
2262,swaptions,simsmall,12,0.126
2263,swaptions,simmedium,12,0.386
2264,swaptions,simlarge,12,1.392
2265,swaptions,simsmall,16,0.132
2266,swaptions,simmedium,16,0.424
2267,swaptions,simlarge,16,1.615
2268,swaptions,simsmall,20,0.005
2269,swaptions,simmedium,20,0.433
2270,swaptions,simlarge,20,1.105
2271,swaptions,simsmall,24,0.005
2272,swaptions,simmedium,24,0.371
2273,swaptions,simlarge,24,1.186
2274,swaptions,simsmall,28,0.005
2275,swaptions,simmedium,28,0.346
2276,swaptions,simlarge,28,1.04
2277,swaptions,simsmall,32,0.007
2278,swaptions,simmedium,32,0.457
2279,swaptions,simlarge,32,1.292
2280,swaptions,simsmall,1,0.869
2281,swaptions,simmedium,1,3.432
2282,swaptions,simlarge,1,13.659
2283,swaptions,simsmall,2,0.476
2284,swaptions,simmedium,2,1.787
2285,swaptions,simlarge,2,7.053
2286,swaptions,simsmall,4,0.269
2287,swaptions,simmedium,4,1.007
2288,swaptions,simlarge,4,3.64
2289,swaptions,simsmall,8,0.184
2290,swaptions,simmedium,8,0.483
2291,swaptions,simlarge,8,1.988
2292,swaptions,simsmall,12,0.199
2293,swaptions,simmedium,12,0.391
2294,swaptions,simlarge,12,1.359
2295,swaptions,simsmall,16,0.154
2296,swaptions,simmedium,16,0.52
2297,swaptions,simlarge,16,1.314
2298,swaptions,simsmall,20,0.005
2299,swaptions,simmedium,20,0.359
2300,swaptions,simlarge,20,1.145
2301,swaptions,simsmall,24,0.005
2302,swaptions,simmedium,24,0.365
2303,swaptions,simlarge,24,1.256
2304,swaptions,simsmall,28,0.006
2305,swaptions,simmedium,28,0.5
2306,swaptions,simlarge,28,1.112
2307,swaptions,simsmall,32,0.005
2308,swaptions,simmedium,32,0.545
2309,swaptions,simlarge,32,1.155
2310,swaptions,simsmall,1,0.857
2311,swaptions,simmedium,1,3.655
2312,swaptions,simlarge,1,13.796
2313,swaptions,simsmall,2,0.467
2314,swaptions,simmedium,2,1.75
2315,swaptions,simlarge,2,7.25
2316,swaptions,simsmall,4,0.242
2317,swaptions,simmedium,4,0.905
2318,swaptions,simlarge,4,3.949
2319,swaptions,simsmall,8,0.183
2320,swaptions,simmedium,8,0.581
2321,swaptions,simlarge,8,2.257
2322,swaptions,simsmall,12,0.132
2323,swaptions,simmedium,12,0.488
2324,swaptions,simlarge,12,1.619
2325,swaptions,simsmall,16,0.181
2326,swaptions,simmedium,16,0.373
2327,swaptions,simlarge,16,1.186
2328,swaptions,simsmall,20,0.005
2329,swaptions,simmedium,20,0.311
2330,swaptions,simlarge,20,1.22
2331,swaptions,simsmall,24,0.005
2332,swaptions,simmedium,24,0.716
2333,swaptions,simlarge,24,1.181
2334,swaptions,simsmall,28,0.006
2335,swaptions,simmedium,28,0.379
2336,swaptions,simlarge,28,1.066
2337,swaptions,simsmall,32,0.005
2338,swaptions,simmedium,32,0.804
2339,swaptions,simlarge,32,1.27
2340,swaptions,simsmall,1,0.907
2341,swaptions,simmedium,1,3.493
2342,swaptions,simlarge,1,13.528
2343,swaptions,simsmall,2,0.458
2344,swaptions,simmedium,2,1.741
2345,swaptions,simlarge,2,7.13
2346,swaptions,simsmall,4,0.242
2347,swaptions,simmedium,4,0.986
2348,swaptions,simlarge,4,3.564
2349,swaptions,simsmall,8,0.185
2350,swaptions,simmedium,8,0.485
2351,swaptions,simlarge,8,2.032
2352,swaptions,simsmall,12,0.129
2353,swaptions,simmedium,12,0.404
2354,swaptions,simlarge,12,1.403
