,Name,Size,Thread,Time
2355,swaptions,simsmall,16,0.136
2356,swaptions,simmedium,16,0.395
2357,swaptions,simlarge,16,1.281
2358,swaptions,simsmall,20,0.006
2359,swaptions,simmedium,20,0.363
2360,swaptions,simlarge,20,1.201
2361,swaptions,simsmall,24,0.005
2362,swaptions,simmedium,24,0.424
2363,swaptions,simlarge,24,1.007
2364,swaptions,simsmall,28,0.005
2365,swaptions,simmedium,28,0.481
2366,swaptions,simlarge,28,1.429
2367,swaptions,simsmall,32,0.005
2368,swaptions,simmedium,32,0.534
2369,swaptions,simlarge,32,1.148
2370,swaptions,simsmall,1,0.825
2371,swaptions,simmedium,1,3.444
2372,swaptions,simlarge,1,13.701
2373,swaptions,simsmall,2,0.443
2374,swaptions,simmedium,2,1.8
2375,swaptions,simlarge,2,6.993
2376,swaptions,simsmall,4,0.23
2377,swaptions,simmedium,4,1.06
2378,swaptions,simlarge,4,3.68
2379,swaptions,simsmall,8,0.13
2380,swaptions,simmedium,8,0.584
2381,swaptions,simlarge,8,1.862
2382,swaptions,simsmall,12,0.156
2383,swaptions,simmedium,12,0.373
2384,swaptions,simlarge,12,1.408
2385,swaptions,simsmall,16,0.162
2386,swaptions,simmedium,16,0.35
2387,swaptions,simlarge,16,1.341
2388,swaptions,simsmall,20,0.005
2389,swaptions,simmedium,20,0.405
2390,swaptions,simlarge,20,1.015
2391,swaptions,simsmall,24,0.006
2392,swaptions,simmedium,24,0.467
2393,swaptions,simlarge,24,1.128
2394,swaptions,simsmall,28,0.005
2395,swaptions,simmedium,28,0.362
2396,swaptions,simlarge,28,1.242
2397,swaptions,simsmall,32,0.006
2398,swaptions,simmedium,32,0.59
2399,swaptions,simlarge,32,1.265
2400,vips,simsmall,1,1.336
2401,vips,simmedium,1,4.216
2402,vips,simlarge,1,11.06
2403,vips,simsmall,2,0.736
2404,vips,simmedium,2,2.249
2405,vips,simlarge,2,5.79
2406,vips,simsmall,4,0.449
2407,vips,simmedium,4,1.287
2408,vips,simlarge,4,3.194
2409,vips,simsmall,8,0.309
2410,vips,simmedium,8,0.791
2411,vips,simlarge,8,2.036
2412,vips,simsmall,12,0.284
2413,vips,simmedium,12,0.665
2414,vips,simlarge,12,1.587
2415,vips,simsmall,16,0.346
2416,vips,simmedium,16,0.64
2417,vips,simlarge,16,1.436
2418,vips,simsmall,20,0.361
2419,vips,simmedium,20,0.689
2420,vips,simlarge,20,1.456
2421,vips,simsmall,24,0.4
2422,vips,simmedium,24,0.782
2423,vips,simlarge,24,1.56
2424,vips,simsmall,28,0.408
2425,vips,simmedium,28,0.784
2426,vips,simlarge,28,1.528
2427,vips,simsmall,32,0.415
2428,vips,simmedium,32,0.774
2429,vips,simlarge,32,1.606
2430,vips,simsmall,1,1.342
2431,vips,simmedium,1,4.171
2432,vips,simlarge,1,10.841
2433,vips,simsmall,2,0.73
2434,vips,simmedium,2,2.099
2435,vips,simlarge,2,5.804
2436,vips,simsmall,4,0.443
2437,vips,simmedium,4,1.262
2438,vips,simlarge,4,3.197
2439,vips,simsmall,8,0.314
2440,vips,simmedium,8,0.772
2441,vips,simlarge,8,1.976
2442,vips,simsmall,12,0.297
2443,vips,simmedium,12,0.653
2444,vips,simlarge,12,1.592
2445,vips,simsmall,16,0.332
2446,vips,simmedium,16,0.634
2447,vips,simlarge,16,1.449
2448,vips,simsmall,20,0.354
2449,vips,simmedium,20,0.697
2450,vips,simlarge,20,1.549
2451,vips,simsmall,24,0.401
2452,vips,simmedium,24,0.718
2453,vips,simlarge,24,1.525
2454,vips,simsmall,28,0.385
2455,vips,simmedium,28,0.717
2456,vips,simlarge,28,1.564
2457,vips,simsmall,32,0.392
2458,vips,simmedium,32,0.757
2459,vips,simlarge,32,1.609
2460,vips,simsmall,1,1.327
2461,vips,simmedium,1,3.927
2462,vips,simlarge,1,10.716
2463,vips,simsmall,2,0.821
2464,vips,simmedium,2,2.211
2465,vips,simlarge,2,5.761
2466,vips,simsmall,4,0.454
2467,vips,simmedium,4,1.247
2468,vips,simlarge,4,3.198
2469,vips,simsmall,8,0.353
2470,vips,simmedium,8,0.792
2471,vips,simlarge,8,1.973
2472,vips,simsmall,12,0.311
2473,vips,simmedium,12,0.668
2474,vips,simlarge,12,1.568
2475,vips,simsmall,16,0.324
2476,vips,simmedium,16,0.638
2477,vips,simlarge,16,1.484
2478,vips,simsmall,20,0.347
2479,vips,simmedium,20,0.701
2480,vips,simlarge,20,1.49
2481,vips,simsmall,24,0.412
2482,vips,simmedium,24,0.751
2483,vips,simlarge,24,1.603
2484,vips,simsmall,28,0.406
2485,vips,simmedium,28,0.75
2486,vips,simlarge,28,1.579
2487,vips,simsmall,32,0.425
2488,vips,simmedium,32,0.77
2489,vips,simlarge,32,1.589
2490,vips,simsmall,1,1.28
2491,vips,simmedium,1,4.217
2492,vips,simlarge,1,10.653
2493,vips,simsmall,2,0.71
2494,vips,simmedium,2,2.127
2495,vips,simlarge,2,5.854
2496,vips,simsmall,4,0.468
2497,vips,simmedium,4,1.242
2498,vips,simlarge,4,3.261
2499,vips,simsmall,8,0.321
2500,vips,simmedium,8,0.786
2501,vips,simlarge,8,1.991
2502,vips,simsmall,12,0.276
2503,vips,simmedium,12,0.633
2504,vips,simlarge,12,1.578
2505,vips,simsmall,16,0.356
2506,vips,simmedium,16,0.658
2507,vips,simlarge,16,1.404
2508,vips,simsmall,20,0.353
2509,vips,simmedium,20,0.68
2510,vips,simlarge,20,1.477
2511,vips,simsmall,24,0.385
2512,vips,simmedium,24,0.722
2513,vips,simlarge,24,1.521
2514,vips,simsmall,28,0.379
2515,vips,simmedium,28,0.727
2516,vips,simlarge,28,1.543
2517,vips,simsmall,32,0.426
2518,vips,simmedium,32,0.812
2519,vips,simlarge,32,1.596
2520,vips,simsmall,1,1.355
2521,vips,simmedium,1,3.775
2522,vips,simlarge,1,10.507
2523,vips,simsmall,2,0.733
2524,vips,simmedium,2,2.172
2525,vips,simlarge,2,5.825
2526,vips,simsmall,4,0.451
2527,vips,simmedium,4,1.193
2528,vips,simlarge,4,3.185
2529,vips,simsmall,8,0.333
2530,vips,simmedium,8,0.78
2531,vips,simlarge,8,1.956
2532,vips,simsmall,12,0.303
2533,vips,simmedium,12,0.645
2534,vips,simlarge,12,1.577
2535,vips,simsmall,16,0.315
2536,vips,simmedium,16,0.608
2537,vips,simlarge,16,1.409
2538,vips,simsmall,20,0.346
2539,vips,simmedium,20,0.679
2540,vips,simlarge,20,1.478
2541,vips,simsmall,24,0.387
2542,vips,simmedium,24,0.689
2543,vips,simlarge,24,1.533
2544,vips,simsmall,28,0.404
2545,vips,simmedium,28,0.725
2546,vips,simlarge,28,1.584
2547,vips,simsmall,32,0.415
2548,vips,simmedium,32,0.784
2549,vips,simlarge,32,1.631
2550,vips,simsmall,1,1.356
2551,vips,simmedium,1,4.098
2552,vips,simlarge,1,11.006
2553,vips,simsmall,2,0.753
2554,vips,simmedium,2,2.158
2555,vips,simlarge,2,5.931
2556,vips,simsmall,4,0.452
2557,vips,simmedium,4,1.271
2558,vips,simlarge,4,3.211
2559,vips,simsmall,8,0.305
2560,vips,simmedium,8,0.805
2561,vips,simlarge,8,1.995
2562,vips,simsmall,12,0.27
2563,vips,simmedium,12,0.658
2564,vips,simlarge,12,1.584
2565,vips,simsmall,16,0.314
2566,vips,simmedium,16,0.641
2567,vips,simlarge,16,1.461
2568,vips,simsmall,20,0.346
2569,vips,simmedium,20,0.659
2570,vips,simlarge,20,1.518
2571,vips,simsmall,24,0.38
2572,vips,simmedium,24,0.711
2573,vips,simlarge,24,1.556
2574,vips,simsmall,28,0.421
2575,vips,simmedium,28,0.774
2576,vips,simlarge,28,1.662
2577,vips,simsmall,32,0.471
2578,vips,simmedium,32,0.747
2579,vips,simlarge,32,1.6
2580,vips,simsmall,1,1.302
2581,vips,simmedium,1,4.016
2582,vips,simlarge,1,10.91
2583,vips,simsmall,2,0.755
2584,vips,simmedium,2,2.252
2585,vips,simlarge,2,5.795
2586,vips,simsmall,4,0.455
2587,vips,simmedium,4,1.235
2588,vips,simlarge,4,3.272
2589,vips,simsmall,8,0.33
2590,vips,simmedium,8,0.799
2591,vips,simlarge,8,1.998
2592,vips,simsmall,12,0.356
2593,vips,simmedium,12,0.709
2594,vips,simlarge,12,1.65
2595,vips,simsmall,16,0.298
2596,vips,simmedium,16,0.653
2597,vips,simlarge,16,1.463
2598,vips,simsmall,20,0.356
2599,vips,simmedium,20,0.683
2600,vips,simlarge,20,1.497
2601,vips,simsmall,24,0.378
2602,vips,simmedium,24,0.717
2603,vips,simlarge,24,1.554
2604,vips,simsmall,28,0.427
2605,vips,simmedium,28,0.807
2606,vips,simlarge,28,1.61
2607,vips,simsmall,32,0.432
2608,vips,simmedium,32,0.765
2609,vips,simlarge,32,1.681
2610,vips,simsmall,1,1.368
2611,vips,simmedium,1,3.854
2612,vips,simlarge,1,11.068
2613,vips,simsmall,2,0.744
2614,vips,simmedium,2,2.304
2615,vips,simlarge,2,5.887
2616,vips,simsmall,4,0.456
2617,vips,simmedium,4,1.217
2618,vips,simlarge,4,3.291
2619,vips,simsmall,8,0.332
2620,vips,simmedium,8,0.809
2621,vips,simlarge,8,2.027
2622,vips,simsmall,12,0.294
2623,vips,simmedium,12,0.67
2624,vips,simlarge,12,1.643
2625,vips,simsmall,16,0.328
2626,vips,simmedium,16,0.699
2627,vips,simlarge,16,1.549
2628,vips,simsmall,20,0.358
2629,vips,simmedium,20,0.684
2630,vips,simlarge,20,1.51
2631,vips,simsmall,24,0.37
2632,vips,simmedium,24,0.718
2633,vips,simlarge,24,1.53
2634,vips,simsmall,28,0.413
2635,vips,simmedium,28,0.732
2636,vips,simlarge,28,1.549
2637,vips,simsmall,32,0.393
2638,vips,simmedium,32,0.791
2639,vips,simlarge,32,1.615
2640,vips,simsmall,1,1.348
2641,vips,simmedium,1,4.108
2642,vips,simlarge,1,10.745
2643,vips,simsmall,2,0.76
2644,vips,simmedium,2,2.286
2645,vips,simlarge,2,5.901
2646,vips,simsmall,4,0.444
2647,vips,simmedium,4,1.215
2648,vips,simlarge,4,3.227
2649,vips,simsmall,8,0.322
2650,vips,simmedium,8,0.787
2651,vips,simlarge,8,1.982
2652,vips,simsmall,12,0.301
2653,vips,simmedium,12,0.635
2654,vips,simlarge,12,1.559
2655,vips,simsmall,16,0.309
2656,vips,simmedium,16,0.673
2657,vips,simlarge,16,1.426
2658,vips,simsmall,20,0.369
2659,vips,simmedium,20,0.738
2660,vips,simlarge,20,1.507
2661,vips,simsmall,24,0.355
2662,vips,simmedium,24,0.703
2663,vips,simlarge,24,1.553
2664,vips,simsmall,28,0.383
2665,vips,simmedium,28,0.739
2666,vips,simlarge,28,1.589
2667,vips,simsmall,32,0.419
2668,vips,simmedium,32,0.797
2669,vips,simlarge,32,1.602
2670,vips,simsmall,1,1.338
2671,vips,simmedium,1,4.241
2672,vips,simlarge,1,11.083
2673,vips,simsmall,2,0.71
2674,vips,simmedium,2,2.279
2675,vips,simlarge,2,5.864
2676,vips,simsmall,4,0.458
2677,vips,simmedium,4,1.266
2678,vips,simlarge,4,3.282
2679,vips,simsmall,8,0.306
2680,vips,simmedium,8,0.786
2681,vips,simlarge,8,1.998
2682,vips,simsmall,12,0.28
2683,vips,simmedium,12,0.659
2684,vips,simlarge,12,1.589
2685,vips,simsmall,16,0.311
2686,vips,simmedium,16,0.649
2687,vips,simlarge,16,1.418
2688,vips,simsmall,20,0.335
2689,vips,simmedium,20,0.682
2690,vips,simlarge,20,1.502
2691,vips,simsmall,24,0.363
2692,vips,simmedium,24,0.733
2693,vips,simlarge,24,1.576
2694,vips,simsmall,28,0.41
2695,vips,simmedium,28,0.748
2696,vips,simlarge,28,1.58
2697,vips,simsmall,32,0.444
2698,vips,simmedium,32,0.781
2699,vips,simlarge,32,1.579
