,Name,Size,branch-instructions,branch-misses in %,L3-cache-misses,L3-cache-miss-rate in %,L3-cache-references,cpu-cycles,total-instructions,IPC,cpu-clock,page-faults,L1-data-cache-loads,L1-instruction-cache-load-misses,LLC-load-misses
159,facesim,simsmall,2625475250.0,3.29,51217879.0,10.049,509685888.0,31027051192.0,30406212669.0,0.98,13205.1,320409.0,13931293706.0,113355018.0,49086493.0
160,facesim,simmedium,2619121622.0,3.32,53764222.0,10.296,522204339.0,34057413714.0,30430473181.0,0.89,14509.15,264203.0,13947127732.0,120625571.0,50908623.0
161,facesim,simlarge,2637398506.0,3.34,59721710.0,11.355,525966493.0,34107135194.0,30381905455.0,0.89,14627.69,248570.0,13960186718.0,120363005.0,59323645.0
162,facesim,simsmall,2618526080.0,3.27,58420364.0,11.205,521388540.0,34828274907.0,30237261022.0,0.87,14829.5,229529.0,13921027939.0,115270220.0,58455444.0
163,facesim,simmedium,2598059865.0,3.35,54588424.0,10.756,507530278.0,33261127363.0,30319727416.0,0.91,14166.85,209310.0,13852019921.0,113251899.0,52080227.0
164,facesim,simlarge,2562816754.0,3.36,48775183.0,9.866,494364916.0,29275673690.0,30241634611.0,1.03,12443.07,207736.0,13767599335.0,106266196.0,46728406.0
165,facesim,simsmall,2566658992.0,3.42,48876151.0,9.836,496907491.0,30472608532.0,30232539192.0,0.99,12965.45,205515.0,13796520408.0,107325772.0,49159108.0
166,facesim,simmedium,2590875210.0,3.3,52576193.0,10.409,505084817.0,32136253565.0,30330014203.0,0.94,13698.54,207317.0,13891035619.0,111464636.0,51668276.0
167,facesim,simlarge,2687807520.0,3.25,58685673.0,10.618,552685531.0,35204592550.0,30869406957.0,0.88,15089.02,309275.0,14096587705.0,119558191.0,55849664.0
168,facesim,simsmall,2627541110.0,3.29,59215058.0,11.193,529028073.0,34269295240.0,30364709097.0,0.89,14661.73,249778.0,13930946726.0,117353440.0,57966569.0
169,facesim,simmedium,2636003287.0,3.3,57751484.0,10.876,531016978.0,32930567984.0,30250721003.0,0.92,14036.32,212941.0,13873716283.0,113985512.0,58673441.0
170,facesim,simlarge,2633058504.0,3.31,55467477.0,10.585,524019486.0,31983335169.0,30244870434.0,0.95,13632.28,211561.0,13899078178.0,112924341.0,54058019.0
171,facesim,simsmall,2586831755.0,3.33,53329870.0,10.579,504131792.0,31520567218.0,30157169757.0,0.96,13431.3,209755.0,13824588926.0,111944084.0,52428163.0
172,facesim,simmedium,2639628252.0,3.28,56034847.0,10.925,512896037.0,31650305199.0,30448426707.0,0.96,13495.14,219514.0,14000652937.0,113574286.0,53232778.0
173,facesim,simlarge,2682452815.0,3.23,52335512.0,10.039,521346710.0,33090810039.0,30875566016.0,0.93,14119.33,349215.0,14089437645.0,116235480.0,51012080.0
174,facesim,simsmall,2577347385.0,3.36,53561702.0,10.626,504081896.0,31150427913.0,30109709107.0,0.97,13259.82,203861.0,13796202448.0,109694779.0,52906725.0
175,facesim,simmedium,2622026311.0,3.35,54553817.0,10.452,521961976.0,33957130322.0,30147760234.0,0.89,14472.25,217535.0,13827516402.0,114359811.0,53136076.0
176,facesim,simlarge,2579315051.0,3.33,51115425.0,10.246,498876559.0,30737798395.0,30129623066.0,0.98,13133.52,206313.0,13771507333.0,110168699.0,50846094.0
177,facesim,simsmall,2650984115.0,3.31,59651117.0,11.209,532191212.0,33726142026.0,30486435447.0,0.9,14385.55,267464.0,13926736935.0,119891978.0,58075425.0
178,facesim,simmedium,2571186812.0,3.35,49810531.0,9.975,499331622.0,32351846952.0,30135587685.0,0.93,13793.1,205017.0,13760818378.0,106849697.0,48768740.0
179,facesim,simlarge,2622093981.0,3.3,53953046.0,10.387,519410566.0,32078112132.0,30295124880.0,0.94,13700.77,252105.0,13902019276.0,112317051.0,52790755.0
180,fluidanimate,simsmall,592646671.0,4.3,17054877.0,21.537,79189915.0,6037441912.0,3155701977.0,0.52,2588.87,138766.0,1490502930.0,35815853.0,16736156.0
181,fluidanimate,simmedium,825979054.0,4.59,20773816.0,20.443,101618256.0,7931886622.0,5081510055.0,0.64,3419.93,141573.0,2202122980.0,35316509.0,21513600.0
182,fluidanimate,simlarge,1754919323.0,4.77,31821257.0,26.051,122150746.0,15265959216.0,11737705842.0,0.77,6547.71,147013.0,4768717998.0,37428689.0,31098802.0
183,fluidanimate,simsmall,576406063.0,4.47,17644803.0,21.518,82000517.0,6135508998.0,3206776889.0,0.52,2631.48,139945.0,1495414411.0,36019851.0,17810138.0
184,fluidanimate,simmedium,836838939.0,4.57,21183302.0,20.443,103621582.0,8131657395.0,5070190023.0,0.62,3484.98,142047.0,2218917355.0,37309932.0,20086313.0
185,fluidanimate,simlarge,1882747632.0,4.5,34080729.0,23.014,148087925.0,17299894196.0,12489216879.0,0.72,7428.19,351105.0,5130191909.0,45065420.0,32596875.0
186,fluidanimate,simsmall,573830794.0,4.5,17564200.0,21.303,82448534.0,6199619836.0,3233256930.0,0.52,2656.42,139665.0,1506290926.0,36813647.0,17665413.0
187,fluidanimate,simmedium,875995965.0,4.33,22297985.0,20.336,109645804.0,8804038701.0,5214000670.0,0.59,3776.4,180071.0,2287152241.0,39404752.0,21982984.0
188,fluidanimate,simlarge,1776408643.0,4.78,32825026.0,26.6,123401809.0,15675469841.0,11709407411.0,0.75,6683.24,147830.0,4792337922.0,39733343.0,32472269.0
189,fluidanimate,simsmall,584606573.0,4.33,17653983.0,21.619,81661035.0,6060638140.0,3244085357.0,0.54,2594.85,139672.0,1526373295.0,35521663.0,17329923.0
190,fluidanimate,simmedium,885944809.0,4.38,21915652.0,20.148,108772073.0,8586718471.0,5195783278.0,0.61,3664.13,179514.0,2307989291.0,39086246.0,21241104.0
191,fluidanimate,simlarge,1782432884.0,4.75,31451661.0,25.33,124166026.0,14813942282.0,11703345956.0,0.79,6318.8,147658.0,4829185093.0,36843242.0,30426589.0
192,fluidanimate,simsmall,599803195.0,4.35,17955099.0,21.525,83416510.0,6228130796.0,3251572912.0,0.52,2678.37,139941.0,1510964295.0,36056900.0,17083206.0
193,fluidanimate,simmedium,830368325.0,4.63,20329962.0,20.098,101156118.0,8061485592.0,5061297289.0,0.63,3467.73,142095.0,2177935561.0,36791756.0,20722106.0
194,fluidanimate,simlarge,1758132032.0,4.8,27791291.0,23.879,116385226.0,14918242286.0,11764430462.0,0.79,6370.07,146495.0,4765836358.0,38880735.0,27122959.0
195,fluidanimate,simsmall,573826155.0,4.53,18215298.0,22.534,80835204.0,6218037614.0,3260295039.0,0.52,2665.35,139397.0,1521793520.0,36278484.0,17698539.0
196,fluidanimate,simmedium,833085799.0,4.74,21292825.0,20.868,102035408.0,8249816393.0,4935830763.0,0.6,3548.4,142205.0,2169659453.0,38710013.0,20735041.0
197,fluidanimate,simlarge,1840303725.0,4.64,30163919.0,23.887,126279487.0,15945178567.0,12128567030.0,0.76,6806.9,321130.0,4986398820.0,40593056.0,28675433.0
198,fluidanimate,simsmall,587287972.0,4.5,18536456.0,22.076,83964752.0,6394725143.0,3264927561.0,0.51,2741.18,139872.0,1530167287.0,36994792.0,18076045.0
199,fluidanimate,simmedium,845794373.0,4.58,21365181.0,20.739,103021009.0,8232843048.0,5039013751.0,0.61,3539.82,142501.0,2209515065.0,38494458.0,21176392.0
200,fluidanimate,simlarge,1767129313.0,4.79,31529774.0,25.952,121492323.0,15128141101.0,11674927988.0,0.77,6452.19,147822.0,4782939154.0,38211503.0,31049605.0
201,fluidanimate,simsmall,584125883.0,4.42,16536937.0,20.159,82032666.0,5950891855.0,3224913582.0,0.54,2557.33,140005.0,1500901444.0,34790603.0,16138832.0
202,fluidanimate,simmedium,830857482.0,4.57,20146022.0,19.742,102044625.0,7825193162.0,5067760339.0,0.65,3340.02,141244.0,2194981251.0,35873929.0,19449014.0
203,fluidanimate,simlarge,1766789731.0,4.76,26899719.0,23.521,114363414.0,14983883161.0,11615287824.0,0.78,6390.96,147259.0,4742983144.0,38612731.0,26065333.0
204,fluidanimate,simsmall,607160614.0,4.26,17291225.0,21.107,81922449.0,6257959207.0,3366327106.0,0.54,2684.7,139857.0,1574455416.0,35856377.0,17701846.0
205,fluidanimate,simmedium,873913265.0,4.45,22657960.0,20.664,109649053.0,8723729187.0,5293368793.0,0.61,3721.62,180031.0,2317080593.0,40181371.0,21802999.0
206,fluidanimate,simlarge,1781662259.0,4.71,31427151.0,25.406,123697438.0,14914963155.0,11610970490.0,0.78,6376.05,147050.0,4771386638.0,38477581.0,31102131.0
207,fluidanimate,simsmall,641525206.0,4.06,16158785.0,19.291,83762772.0,6191828315.0,3487579522.0,0.56,2656.21,140469.0,1626307426.0,36455632.0,16397205.0
208,fluidanimate,simmedium,827522149.0,4.67,21220387.0,20.456,103734218.0,7963982319.0,5097323387.0,0.64,3407.26,141503.0,2228615695.0,37449301.0,21228928.0
209,fluidanimate,simlarge,1917784089.0,4.46,36025953.0,23.714,151918434.0,17677431669.0,12387429136.0,0.7,7592.73,321169.0,5127707353.0,45894168.0,35126143.0
210,fluidanimate,simsmall,596443636.0,4.29,17638368.0,21.857,80699001.0,5796266906.0,3207228946.0,0.55,2484.91,139939.0,1496353567.0,35812805.0,17399293.0
211,fluidanimate,simmedium,835151219.0,4.57,19613967.0,19.429,100953906.0,8278527535.0,5103636584.0,0.62,3543.13,141963.0,2216951880.0,36645785.0,19729337.0
212,fluidanimate,simlarge,1767965632.0,4.77,31915996.0,26.044,122544863.0,15754064309.0,11753124453.0,0.75,6726.52,146981.0,4793635608.0,39600159.0,32095386.0
213,fluidanimate,simsmall,600920866.0,4.35,17095971.0,20.494,83420451.0,5933477325.0,3268103581.0,0.55,2547.38,139969.0,1527929195.0,36573231.0,16258189.0
214,fluidanimate,simmedium,842019062.0,4.4,22226340.0,21.642,102698095.0,8209110833.0,5165366017.0,0.63,3516.16,141961.0,2261238080.0,36647307.0,21367843.0
215,fluidanimate,simlarge,1772316942.0,4.71,27204294.0,23.745,114568814.0,14931928586.0,11715344764.0,0.78,6368.62,145989.0,4770202166.0,38739526.0,27211376.0
216,fluidanimate,simsmall,591076173.0,4.38,17698504.0,20.827,84979497.0,6169422165.0,3260783705.0,0.53,2644.29,139933.0,1535748883.0,35876756.0,17033194.0
217,fluidanimate,simmedium,828902181.0,4.62,19838204.0,20.004,99173086.0,7875682632.0,5021435724.0,0.64,3369.69,142546.0,2186145234.0,36505016.0,19211060.0
218,fluidanimate,simlarge,1757160338.0,4.81,31953105.0,26.066,122586860.0,15720635305.0,11797818379.0,0.75,6709.58,147882.0,4815492228.0,40171278.0,31800383.0
219,fluidanimate,simsmall,579984907.0,4.38,17617233.0,21.369,82444420.0,6193829677.0,3243505855.0,0.52,2653.65,140387.0,1504628609.0,35896473.0,17395987.0
220,fluidanimate,simmedium,823740228.0,4.54,20463228.0,20.168,101461442.0,7974861511.0,5029573539.0,0.63,3407.16,141322.0,2208516354.0,35926833.0,20549441.0
221,fluidanimate,simlarge,1769490370.0,4.77,33155303.0,26.667,124330211.0,15823656844.0,11694377397.0,0.74,6804.39,147515.0,4772327286.0,39623449.0,32237652.0
222,fluidanimate,simsmall,581560800.0,4.34,17998497.0,22.337,80578443.0,5887019930.0,3277305752.0,0.56,2526.91,139919.0,1527502963.0,35157421.0,17431029.0
223,fluidanimate,simmedium,832852125.0,4.7,19714019.0,19.454,101338087.0,8024987564.0,5066407142.0,0.63,3436.89,141017.0,2214490744.0,36393298.0,19029744.0
224,fluidanimate,simlarge,1764342339.0,4.8,30814535.0,25.02,123162020.0,15336719951.0,11713691905.0,0.76,6556.11,147244.0,4795713759.0,38937331.0,30447875.0
225,freqmine,simsmall,860846920.0,4.18,18593253.0,18.937,98187027.0,7122472481.0,3919179534.0,0.55,3054.05,147773.0,1956018242.0,39685763.0,18346784.0
226,freqmine,simmedium,2047431054.0,4.68,21159448.0,15.49,136601962.0,13438746279.0,10712268917.0,0.8,5726.15,164867.0,5415848070.0,42539975.0,20710141.0
227,freqmine,simlarge,5924607571.0,4.7,29028541.0,9.738,298110633.0,35821920095.0,34702911354.0,0.97,15206.74,194176.0,18429092704.0,54674090.0,28580090.0
228,freqmine,simsmall,864802981.0,4.06,17857948.0,18.012,99141984.0,6734412768.0,3863468758.0,0.57,2880.47,149740.0,1949549237.0,36615981.0,17359739.0
229,freqmine,simmedium,2048281556.0,4.57,22603521.0,17.128,131964403.0,13051280597.0,10689334670.0,0.82,5569.89,164012.0,5397534649.0,38582531.0,21151774.0
230,freqmine,simlarge,5974649494.0,4.68,29801160.0,13.05,228363488.0,34945052323.0,35154176231.0,1.01,14848.69,193784.0,18553409211.0,49963472.0,28334384.0
231,freqmine,simsmall,875910093.0,4.08,18032749.0,18.462,97675423.0,6725271084.0,3926467721.0,0.58,2882.37,148404.0,1959849892.0,35946990.0,17564639.0
232,freqmine,simmedium,2048138366.0,4.56,22990735.0,17.341,132581338.0,13046959786.0,10772793649.0,0.83,5563.52,163959.0,5428535776.0,39082512.0,22471772.0
233,freqmine,simlarge,5906139151.0,4.72,28885345.0,13.035,221596940.0,34714696752.0,34846065798.0,1.0,14763.89,193990.0,18298149912.0,46726960.0,28206508.0
234,freqmine,simsmall,867054378.0,4.15,19131843.0,19.37,98768924.0,6708573331.0,3955136609.0,0.59,2881.84,148140.0,1978259829.0,37464716.0,18810047.0
235,freqmine,simmedium,2054913605.0,4.61,22062740.0,16.455,134077021.0,13029695604.0,10633485280.0,0.82,5559.59,163270.0,5358832302.0,39608742.0,21382268.0
236,freqmine,simlarge,5937828927.0,4.7,29469841.0,13.247,222472149.0,34390572187.0,34832236944.0,1.01,14597.24,192449.0,18294295880.0,49223008.0,28929971.0
237,freqmine,simsmall,859836364.0,4.09,18767450.0,19.172,97890606.0,6634018158.0,3931268951.0,0.59,2839.94,148690.0,1966023453.0,36820971.0,18035231.0
238,freqmine,simmedium,2058141497.0,4.61,20406207.0,15.343,133004382.0,12872985504.0,10672606148.0,0.83,5497.8,163596.0,5366572551.0,40500297.0,19834220.0
239,freqmine,simlarge,5924301676.0,4.7,31232931.0,13.98,223416962.0,34381922856.0,34878510819.0,1.01,14628.22,192852.0,18278404751.0,48195641.0,29982337.0
240,freqmine,simsmall,874651330.0,4.16,17512320.0,17.495,100099239.0,6701181041.0,3944431203.0,0.59,2874.36,149197.0,1973142832.0,37278487.0,17277460.0
241,freqmine,simmedium,2041645377.0,4.63,18406615.0,14.101,130532685.0,12700299571.0,10499768528.0,0.83,5423.89,163680.0,5296863657.0,39392504.0,18573616.0
242,freqmine,simlarge,5909695071.0,4.75,31705549.0,14.233,222763865.0,34441450367.0,34799278221.0,1.01,14654.42,192794.0,18253040835.0,49374229.0,30793107.0
243,freqmine,simsmall,854980078.0,4.3,17047131.0,17.306,98506711.0,6677835623.0,3970741248.0,0.59,2868.43,147869.0,1961123585.0,38275550.0,17316239.0
244,freqmine,simmedium,2054016209.0,4.71,21355200.0,15.473,138012204.0,13288158746.0,10724472112.0,0.81,5693.5,164167.0,5410461077.0,45823996.0,21308596.0
245,freqmine,simlarge,5945009844.0,4.76,29518399.0,12.762,231305748.0,34772164392.0,34779039713.0,1.0,14808.65,194318.0,18223607751.0,47280729.0,28997317.0
246,freqmine,simsmall,884925779.0,4.11,16344197.0,16.305,100238974.0,6584745501.0,4045513980.0,0.61,2820.15,149687.0,2010767760.0,36881717.0,15132129.0
247,freqmine,simmedium,2050543218.0,4.59,21710697.0,16.104,134818031.0,12843088513.0,10696622910.0,0.83,5487.28,163945.0,5381842023.0,39093820.0,20666455.0
248,freqmine,simlarge,5917185600.0,4.7,29348917.0,13.17,222846458.0,34590103791.0,35067090843.0,1.01,14750.29,193990.0,18415158921.0,50605121.0,28918028.0
249,freqmine,simsmall,884158099.0,3.99,17828964.0,18.111,98444538.0,6875553349.0,3973140363.0,0.58,2945.36,148595.0,1982573581.0,36184126.0,16827873.0
250,freqmine,simmedium,2048569727.0,4.56,20067892.0,14.637,137100061.0,13339126101.0,10750681932.0,0.81,5710.37,163374.0,5406936393.0,40968382.0,20675404.0
251,freqmine,simlarge,5943053590.0,4.72,31369534.0,13.839,226678394.0,35267041316.0,34954222069.0,0.99,15016.84,195570.0,18428488688.0,48339765.0,30065653.0
252,freqmine,simsmall,862735621.0,4.06,17501792.0,17.989,97290482.0,6596538415.0,3964709807.0,0.6,2828.49,149081.0,1975246559.0,36588413.0,17519127.0
253,freqmine,simmedium,2043700061.0,4.68,21663388.0,16.004,135362232.0,13122158426.0,10650655982.0,0.81,5604.28,165005.0,5379164574.0,42579067.0,21563697.0
254,freqmine,simlarge,5921065892.0,4.74,29017557.0,13.071,222007558.0,34619498674.0,34839472389.0,1.01,14858.37,195270.0,18231335268.0,49644915.0,29139129.0
255,freqmine,simsmall,861531280.0,4.03,17280859.0,17.586,98263191.0,6712060180.0,4024151230.0,0.6,2871.06,149576.0,2007242149.0,35449240.0,17162955.0
256,freqmine,simmedium,2052750438.0,4.56,23044257.0,17.489,131760611.0,13225291547.0,10700094964.0,0.81,5641.11,163737.0,5395866812.0,38352317.0,21959756.0
257,freqmine,simlarge,5918670815.0,4.78,28000202.0,11.894,235414455.0,34730010447.0,34703076590.0,1.0,14787.31,195843.0,18349538768.0,54221591.0,28850338.0
258,freqmine,simsmall,856839877.0,4.24,18959186.0,18.857,100543270.0,6833548250.0,4025365527.0,0.59,2927.97,149297.0,1989876747.0,38418921.0,18312106.0
259,freqmine,simmedium,2048667375.0,4.62,21773676.0,16.268,133844040.0,12997321325.0,10664402515.0,0.82,5547.22,163647.0,5386776119.0,40252536.0,21921606.0
260,freqmine,simlarge,5939329472.0,4.75,30163694.0,13.578,222144617.0,34440462298.0,34750499418.0,1.01,14654.69,190062.0,18293398203.0,49309412.0,29181664.0
261,freqmine,simsmall,859228890.0,4.14,18225865.0,18.705,97436043.0,6686770920.0,3932762433.0,0.59,2867.17,145991.0,1963384547.0,37187223.0,18319813.0
262,freqmine,simmedium,2028087541.0,4.6,22640481.0,17.569,128866223.0,13185589978.0,10659267580.0,0.81,5625.86,152158.0,5334907586.0,39457987.0,21940576.0
263,freqmine,simlarge,5903300331.0,4.74,31474322.0,14.258,220740900.0,34463198478.0,34851348937.0,1.01,14675.17,179406.0,18293756608.0,48251010.0,30330795.0
264,freqmine,simsmall,885874046.0,3.95,19236999.0,19.88,96764433.0,6574444580.0,3900890371.0,0.59,2827.94,142071.0,1947906143.0,36010632.0,18332690.0
265,freqmine,simmedium,2021525868.0,4.64,22056026.0,17.239,127939987.0,13034805591.0,10728935885.0,0.82,5570.06,152446.0,5374281996.0,39926153.0,22151561.0
266,freqmine,simlarge,5926275670.0,4.73,30886132.0,13.853,222954479.0,34376088846.0,34985632979.0,1.02,14628.54,177494.0,18382506437.0,46726025.0,29723136.0
267,freqmine,simsmall,861695464.0,4.04,19420451.0,20.434,95037618.0,6699506362.0,3938030315.0,0.59,2873.69,142023.0,1974920477.0,36874859.0,18307654.0
268,freqmine,simmedium,2035963953.0,4.66,22535393.0,17.408,129451275.0,12861286417.0,10736828524.0,0.83,5489.12,151976.0,5376946508.0,40591557.0,21421525.0
269,freqmine,simlarge,5918258377.0,4.75,31446593.0,14.393,218477781.0,34399973955.0,34707288615.0,1.01,14633.69,175893.0,18221500205.0,46136033.0,29624050.0
270,streamcluster,simsmall,482412503.0,3.17,15727641.0,16.625,94599986.0,5288817371.0,2954964426.0,0.56,2269.41,135354.0,1385707864.0,33860037.0,15245300.0
271,streamcluster,simmedium,667008520.0,2.58,33585475.0,20.177,166456282.0,9917011794.0,6134777033.0,0.62,4231.32,138165.0,2980090481.0,35946456.0,32564480.0
272,streamcluster,simlarge,1193192096.0,1.66,93828308.0,21.846,429497300.0,33779696078.0,21083079410.0,0.62,14365.38,140050.0,9753989006.0,39240129.0,92917976.0
273,streamcluster,simsmall,497054642.0,3.06,16124598.0,16.751,96260664.0,5418023058.0,2949039569.0,0.54,2322.43,136805.0,1382243352.0,34763801.0,15013836.0
274,streamcluster,simmedium,680236343.0,2.51,35100489.0,20.815,168631318.0,9640704299.0,6157105265.0,0.64,4133.89,138107.0,3008524088.0,35803321.0,34398993.0
275,streamcluster,simlarge,1200165003.0,1.6,87414440.0,20.639,423538950.0,30887687294.0,20947317206.0,0.68,13257.66,140137.0,9686375540.0,38427981.0,86434557.0
276,streamcluster,simsmall,485972365.0,3.16,16107052.0,17.206,93612648.0,5269035411.0,2970042727.0,0.56,2264.57,136811.0,1404612418.0,34649157.0,15855939.0
277,streamcluster,simmedium,686479984.0,2.42,35767554.0,21.565,165855658.0,10168653989.0,6236571272.0,0.61,4344.7,137715.0,3025847460.0,35911848.0,34854235.0
278,streamcluster,simlarge,1196705314.0,1.59,90802057.0,21.271,426879082.0,31758798167.0,20903010062.0,0.66,13546.04,140303.0,9712725954.0,39493355.0,89523444.0
279,streamcluster,simsmall,635584716.0,2.41,14788180.0,15.59,94858374.0,5674847919.0,3335594937.0,0.59,2449.84,136797.0,1601669270.0,33817941.0,14426273.0
280,streamcluster,simmedium,650328317.0,2.6,33604940.0,20.414,164613748.0,10007826152.0,6218511598.0,0.62,4279.24,138051.0,2991879812.0,36503954.0,32462421.0
281,streamcluster,simlarge,1207691059.0,1.65,92014224.0,21.492,428140893.0,32316097772.0,21028481561.0,0.65,13749.1,140005.0,9725181422.0,39876104.0,90260571.0
282,streamcluster,simsmall,483129607.0,3.21,16049584.0,16.758,95774276.0,5260739386.0,2963251344.0,0.56,2254.68,136502.0,1392730550.0,33640618.0,15569970.0
283,streamcluster,simmedium,685842670.0,2.54,32497427.0,19.903,163278154.0,10139059680.0,6218039607.0,0.61,4327.54,137865.0,2971995957.0,35997734.0,32103355.0
284,streamcluster,simlarge,1217276419.0,1.56,91825292.0,21.392,429251169.0,34277452581.0,21077817857.0,0.61,14627.72,141480.0,9743160722.0,39437111.0,90406236.0
285,streamcluster,simsmall,507554675.0,2.99,16179575.0,17.118,94516476.0,5335267399.0,2947034442.0,0.55,2291.16,136605.0,1387532835.0,35474484.0,15848637.0
286,streamcluster,simmedium,664513800.0,2.46,28176879.0,17.568,160383591.0,8988162633.0,6139501488.0,0.68,3839.26,137746.0,2978455295.0,34430965.0,27868807.0
287,streamcluster,simlarge,1245026681.0,1.54,91342478.0,21.259,429666293.0,34027252752.0,21184880979.0,0.62,14528.61,141224.0,9827700475.0,38144367.0,90527631.0
288,streamcluster,simsmall,493590295.0,3.1,17043346.0,17.534,97199324.0,5857342435.0,2900098743.0,0.5,2519.47,136493.0,1374429763.0,36240490.0,16706543.0
289,streamcluster,simmedium,643580113.0,2.58,36259537.0,21.517,168515376.0,10630870790.0,6109313796.0,0.57,4547.24,138009.0,2972452381.0,35818930.0,35543909.0
290,streamcluster,simlarge,1210623012.0,1.57,92005031.0,21.609,425769891.0,32350637536.0,21054598919.0,0.65,13903.68,139990.0,9765569805.0,38457860.0,91156737.0
291,streamcluster,simsmall,494837072.0,3.09,17588898.0,18.214,96569573.0,5906856333.0,2982653553.0,0.5,2536.68,136866.0,1405725234.0,34769772.0,16651609.0
292,streamcluster,simmedium,655075990.0,2.59,37000235.0,22.342,165609401.0,10571378539.0,6115670250.0,0.58,4527.15,137690.0,2975642006.0,37176954.0,36335343.0
293,streamcluster,simlarge,1197888372.0,1.65,92857539.0,21.665,428600284.0,34291272736.0,21058242272.0,0.61,14622.26,140711.0,9721699401.0,40809861.0,92317036.0
294,streamcluster,simsmall,521647892.0,2.95,16142613.0,16.959,95183644.0,5691135575.0,3201753627.0,0.56,2447.05,137112.0,1483966067.0,35112717.0,16120703.0
295,streamcluster,simmedium,647862424.0,2.65,37465649.0,22.23,168537431.0,10248520020.0,6147647044.0,0.6,4387.29,137860.0,3007839920.0,36481002.0,36674116.0
296,streamcluster,simlarge,1200315328.0,1.73,94057142.0,21.917,429147207.0,33733861476.0,21119053514.0,0.63,14360.09,140650.0,9771033474.0,39218623.0,93511557.0
297,streamcluster,simsmall,492636060.0,3.09,16603001.0,17.064,97299045.0,5734350109.0,2972569563.0,0.52,2476.14,137081.0,1403817126.0,35859969.0,16164769.0
298,streamcluster,simmedium,693336618.0,2.43,37343917.0,22.231,167979084.0,11017973342.0,6212598339.0,0.56,4705.41,137520.0,3031191818.0,35727204.0,36780569.0
299,streamcluster,simlarge,1224846901.0,1.53,91920823.0,21.446,428618154.0,31746328625.0,21027699138.0,0.66,13491.06,140475.0,9742453127.0,38315889.0,89678090.0
300,streamcluster,simsmall,511542796.0,3.01,16790470.0,17.247,97353717.0,5591716476.0,2940615521.0,0.53,2398.86,136817.0,1390935105.0,35519063.0,16231001.0
301,streamcluster,simmedium,655584834.0,2.6,38109797.0,22.691,167953625.0,10993062556.0,6122291616.0,0.56,4695.37,137852.0,2978143471.0,36768575.0,37215172.0
302,streamcluster,simlarge,1198106775.0,1.69,93840503.0,21.872,429050215.0,35115535640.0,21115582575.0,0.6,14971.73,141411.0,9730089503.0,39196698.0,91723682.0
303,streamcluster,simsmall,489198312.0,3.16,16466236.0,17.02,96745468.0,5572951051.0,2845399838.0,0.51,2392.79,136784.0,1353012974.0,35733100.0,15859969.0
304,streamcluster,simmedium,678634651.0,2.42,37703391.0,22.406,168274029.0,10703414967.0,6253530474.0,0.58,4569.37,137820.0,3041991690.0,35416981.0,36558954.0
305,streamcluster,simlarge,1185581580.0,1.72,91966482.0,21.475,428257825.0,32651565010.0,21044255389.0,0.64,13891.95,141700.0,9736771994.0,40704641.0,90185472.0
306,streamcluster,simsmall,487695713.0,3.17,15788930.0,16.445,96013154.0,5483793605.0,2991033191.0,0.55,2351.4,137032.0,1376161700.0,35653953.0,15497031.0
307,streamcluster,simmedium,640295542.0,2.63,36154041.0,21.908,165024847.0,10556015955.0,6164415814.0,0.58,4555.13,137811.0,2982921981.0,36595606.0,35467899.0
308,streamcluster,simlarge,1193943479.0,1.68,88170036.0,21.009,419678683.0,31270640323.0,21135145940.0,0.68,13318.24,137278.0,9765067319.0,38723975.0,87093026.0
309,streamcluster,simsmall,499214790.0,3.12,15800696.0,16.021,98625229.0,5623171868.0,2963918219.0,0.53,2429.17,136794.0,1396820083.0,35150454.0,15011541.0
310,streamcluster,simmedium,661736386.0,2.62,38258412.0,22.407,170743302.0,11604359691.0,6208242241.0,0.53,4968.31,137858.0,3010113976.0,37053306.0,37419573.0
311,streamcluster,simlarge,1211160048.0,1.58,92500457.0,21.641,427431745.0,32775423665.0,21105456577.0,0.64,13953.37,141610.0,9767867774.0,39985154.0,90883730.0
312,streamcluster,simsmall,578424456.0,2.76,16880062.0,17.248,97868199.0,6016276125.0,3160292651.0,0.53,2596.6,136479.0,1523604391.0,34721995.0,16430131.0
313,streamcluster,simmedium,647732233.0,2.58,35435639.0,20.99,168818349.0,10448700712.0,6148131911.0,0.59,4461.07,137821.0,2986513966.0,35063053.0,34932360.0
314,streamcluster,simlarge,1346714338.0,1.42,92280207.0,21.474,429719940.0,32610771605.0,21456548697.0,0.66,13881.0,140008.0,9985106352.0,37480872.0,90458878.0
315,swaptions,simsmall,631538150.0,3.25,16110126.0,16.523,97500002.0,6724890232.0,3634684463.0,0.54,2884.78,135686.0,1760340791.0,36508501.0,15377272.0
316,swaptions,simmedium,1376028500.0,2.76,16965517.0,10.607,159941636.0,13066557527.0,9198341347.0,0.7,5582.58,137238.0,4190799470.0,42696119.0,16825637.0
317,swaptions,simlarge,4368815928.0,2.45,19051836.0,4.627,411746961.0,37596730004.0,31045813933.0,0.83,16034.24,136922.0,13859919190.0,58199413.0,18282109.0
318,swaptions,simsmall,635298373.0,3.22,16578523.0,17.311,95769505.0,6440604484.0,3626239366.0,0.56,2758.4,136759.0,1737507537.0,35792603.0,16441868.0
